order,lat,lon,alt_m
1,35.59455193501799,129.08559809407672,350.0
2,35.60628747780102,129.0955739470064,350.0
3,35.60732288424581,129.11106835687582,350.0
4,35.620609410858286,129.11361538315575,350.0
5,35.61940163600123,129.12656276674525,350.0
6,35.59886667284677,129.12995880178514,350.0
7,35.57228419156397,129.1117051134458,350.0
8,35.5791895805364,129.10512529555604,350.0
9,35.59800374388885,129.12083195761548,350.0
10,35.60180056170832,129.10491304336603,350.0
11,35.58971915251841,129.09536169481638,350.0
12,35.56900392326684,129.10151700832614,350.0
13,35.56468757615371,129.0858103462667,350.0
14,35.58782047957204,129.07944278056692,350.0
15,35.607150317435504,129.06691990135738,350.0
16,35.61784875581123,129.06776891011737,350.0
17,35.61646839255167,129.07519773676708,350.0
