비교순위,이륙섹터,착륙섹터,이륙_MOC차단비율,착륙_MOC차단비율,이륙_바람점수,착륙_바람점수,지상위험도,공중위험도,통합위험도,MOC_문제점수,바람_기준미달점수,조건미달점수,필수조건통과,현재_S7_S5조합,MOC_문제점수_계산식,바람_기준미달점수_계산식,조건미달점수_계산식
123,1,10,0.0,0.0,0.0,0.0,0.8093621088640737,0.3857204819785196,0.5975412954212966,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
124,12,7,0.0,0.0,0.0,0.0,0.5,0.734660303116112,0.617330151558056,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
125,3,11,0.0,0.0,0.0,0.0,0.7499338271146312,0.4979626933992888,0.6239482602569599,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
126,2,6,0.0,0.0,0.0,0.0,0.4466875733537865,0.8082422847361906,0.6274649290449886,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
127,12,6,0.0,0.0,0.0,0.0,0.5167960040115696,0.7901659863032889,0.6534809951574293,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
128,2,10,0.0,0.0,0.0,0.0,0.7499338271146312,0.6499999298075495,0.6999668784610904,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
129,12,10,0.0,0.0,0.0,0.0,0.8200422577724144,0.6319236313746478,0.7259829445735311,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
130,1,11,0.0,0.0,0.0,0.0,0.9192114204338762,0.5444408168770672,0.7318261186554718,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
131,2,11,0.0,0.0,0.0,0.0,0.8597831386844338,0.8087202647060971,0.8342517016952655,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
132,12,11,0.0,0.0,0.0,0.0,0.929891569342217,0.7906439662731954,0.8602677678077062,0.0,1.0,0.5,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
