corridor_id,receiver_id,Lden_db,SEL_total_db,LAeq_day_db
corridor_0,3763,0.15038216,42.77540108,-8.350648931
corridor_0,3764,0.575907826,43.20092675,-7.925123265
corridor_0,3765,0.955474018,43.58049294,-7.545557073
corridor_0,3766,1.309291004,43.93430993,-7.191740087
corridor_0,3767,1.615851521,44.24087045,-6.88517957
corridor_0,3768,1.912974476,44.5379934,-6.588056615
corridor_0,3769,1.982936024,44.60795495,-6.518095067
corridor_0,3770,2.256846546,44.88186547,-6.244184545
corridor_0,3771,2.489585041,45.11460397,-6.01144605
corridor_0,3772,2.584525227,45.20954415,-5.916505864
corridor_0,3773,2.715983509,45.34100243,-5.785047582
corridor_0,3774,2.909419178,45.5344381,-5.591611913
corridor_0,3775,2.913436054,45.53845498,-5.587595037
corridor_0,3776,3.055735706,45.68075463,-5.445295384
corridor_0,3777,3.026557087,45.65157601,-5.474474004
corridor_0,3778,3.05922234,45.68424126,-5.441808751
corridor_0,3779,2.934302448,45.55932137,-5.566728642
corridor_0,3780,2.948191761,45.57321069,-5.55283933
corridor_0,3781,2.741091847,45.36611077,-5.759939244
corridor_0,3782,2.504847645,45.12986657,-5.996183446
corridor_0,3783,2.324549793,44.94956872,-6.176481297
corridor_0,3784,2.136012196,44.76103112,-6.365018895
corridor_0,3785,1.825190662,44.45020959,-6.675840428
corridor_0,3786,1.365458607,43.99047753,-7.135572484
corridor_0,3787,0.993212818,43.61823174,-7.507818273
corridor_0,3788,0.593630909,43.21864983,-7.907400182
corridor_0,3789,0.163581013,42.78859994,-8.337450078
corridor_0,3790,-0.493294598,42.13172433,-8.994325688
corridor_0,3791,-0.990239025,41.6347799,-9.491270116
corridor_0,3792,-1.747280956,40.87773797,-10.24831205
corridor_0,3793,-2.627224804,39.99779412,-11.12825589
corridor_0,3794,-4.098648907,38.52637002,-12.59968
corridor_0,3886,-3.694554211,38.93046471,-12.1955853
corridor_0,3887,-2.306481243,40.31853768,-10.80751233
corridor_0,3888,-1.43787849,41.18714043,-9.938909581
corridor_0,3889,-0.688900829,41.9361181,-9.18993192
corridor_0,3890,-0.209542156,42.41547677,-8.710573247
corridor_0,3891,0.408595203,43.03361413,-8.092435887
corridor_0,3892,0.864146351,43.48916528,-7.63688474
corridor_0,3893,1.276328205,43.90134713,-7.224702886
corridor_0,3894,1.801463245,44.42648217,-6.699567845
corridor_0,3895,2.165289997,44.79030892,-6.335741094
corridor_0,3896,2.503798603,45.12881753,-5.997232488
corridor_0,3897,2.723223805,45.34824273,-5.777807286
corridor_0,3898,3.018004536,45.64302346,-5.483026555
corridor_0,3899,3.294161915,45.91918084,-5.206869176
corridor_0,3900,3.54466927,46.16968819,-4.956361821
corridor_0,3901,3.75472176,46.37974068,-4.746309331
corridor_0,3902,3.85262215,46.47764108,-4.64840894
corridor_0,3903,3.891673206,46.51669213,-4.609357884
corridor_0,3904,3.852316975,46.4773359,-4.648714116
