corridor_id,receiver_id,order,grid_i,grid_j,X_EPSG5179,Y_EPSG5179,lat,lon,Lden_db,SEL_total_db,LAeq_day_db
corridor_0,5300,5300,76,41,1145050,1730550,35.5603503,129.10048,8.182952046,50.80797097,-0.318079045
corridor_0,5301,5301,75,41,1144950,1730550,35.560365,129.099377,8.839514851,51.46453378,0.33848376
corridor_0,5302,5302,74,41,1144850,1730550,35.5603796,129.098274,9.242850422,51.86786935,0.741819331
corridor_0,5303,5303,73,41,1144750,1730550,35.5603942,129.097171,9.595286488,52.22030541,1.094255397
corridor_0,5304,5304,72,41,1144650,1730550,35.5604088,129.096068,9.873210072,52.498229,1.372178981
corridor_0,5305,5305,71,41,1144550,1730550,35.5604234,129.0949649,10.24820626,52.87322518,1.747175166
corridor_0,5306,5306,70,41,1144450,1730550,35.560438,129.0938619,10.85097802,53.47599694,2.349946925
corridor_0,5307,5307,69,41,1144350,1730550,35.5604526,129.0927589,10.98193276,53.60695168,2.480901668
corridor_0,5308,5308,68,41,1144250,1730550,35.5604672,129.0916559,11.47479927,54.0998182,2.973768184
corridor_0,5309,5309,67,41,1144150,1730550,35.5604817,129.0905529,12.14002526,54.76504418,3.638994166
corridor_0,5310,5310,66,41,1144050,1730550,35.5604963,129.0894498,12.97296059,55.59797951,4.4719295
corridor_0,5311,5311,65,41,1143950,1730550,35.5605108,129.0883468,13.67164147,56.29666039,5.170610377
corridor_0,5312,5312,64,41,1143850,1730550,35.5605253,129.0872438,13.76233971,56.38735863,5.261308619
corridor_0,5313,5313,63,41,1143750,1730550,35.5605399,129.0861408,13.32417595,55.94919488,4.823144862
corridor_0,5314,5314,62,41,1143650,1730550,35.5605544,129.0850377,12.75184548,55.3768644,4.250814387
corridor_0,5315,5315,61,41,1143550,1730550,35.5605689,129.0839347,12.52752983,55.15254876,4.026498744
corridor_0,5316,5316,60,41,1143450,1730550,35.5605834,129.0828317,12.10600197,54.7310209,3.604970881
corridor_0,5317,5317,59,41,1143350,1730550,35.5605978,129.0817287,11.9331466,54.55816552,3.432115504
corridor_0,5318,5318,58,41,1143250,1730550,35.5606123,129.0806256,11.6764518,54.30147073,3.175420711
corridor_0,5319,5319,57,41,1143150,1730550,35.5606268,129.0795226,11.12181389,53.74683282,2.620782802
corridor_0,5320,5320,56,41,1143050,1730550,35.5606412,129.0784196,10.49721062,53.12222955,1.99617953
corridor_0,5321,5321,55,41,1142950,1730550,35.5606557,129.0773166,9.592173695,52.21719262,1.091142604
corridor_0,5322,5322,54,41,1142850,1730550,35.5606701,129.0762135,8.749579548,51.37459847,0.248548457
corridor_0,5323,5323,53,41,1142750,1730550,35.5606845,129.0751105,8.088259815,50.71327874,-0.412771276
corridor_0,5324,5324,52,41,1142650,1730550,35.5606989,129.0740075,7.480376362,50.10539529,-1.020654729
corridor_0,5325,5325,51,41,1142550,1730550,35.5607133,129.0729044,6.845175861,49.47019479,-1.655855229
corridor_0,5326,5326,50,41,1142450,1730550,35.5607277,129.0718014,6.045168995,48.67018792,-2.455862096
corridor_0,5327,5327,49,41,1142350,1730550,35.5607421,129.0706984,5.301509022,47.92652795,-3.199522069
corridor_0,5328,5328,48,41,1142250,1730550,35.5607564,129.0695953,4.604415058,47.22943398,-3.896616033
corridor_0,5329,5329,47,41,1142150,1730550,35.5607708,129.0684923,3.959761738,46.58478066,-4.541269353
corridor_0,5330,5330,46,41,1142050,1730550,35.5607851,129.0673892,3.202204823,45.82722375,-5.298826268
corridor_0,5331,5331,45,41,1141950,1730550,35.5607995,129.0662862,2.527693867,45.15271279,-5.973337224
corridor_0,5332,5332,44,41,1141850,1730550,35.5608138,129.0651832,1.698817371,44.3238363,-6.802213719
corridor_0,5333,5333,43,41,1141750,1730550,35.5608281,129.0640801,0.937911152,43.56293008,-7.563119939
corridor_0,5334,5334,42,41,1141650,1730550,35.5608424,129.0629771,0.135295033,42.76031396,-8.365736058
corridor_0,5335,5335,41,41,1141550,1730550,35.5608567,129.061874,-0.865010143,41.76000878,-9.366041234
corridor_0,5336,5336,40,41,1141450,1730550,35.560871,129.060771,-2.009095074,40.61592385,-10.51012616
corridor_0,5337,5337,39,41,1141350,1730550,35.5608853,129.059668,-3.41311729,39.21190163,-11.91414838
corridor_0,5338,5338,38,41,1141250,1730550,35.5608996,129.0585649,-5.862885357,36.76213357,-14.36391645
corridor_0,5339,5339,37,41,1141150,1730550,35.5609138,129.0574619,-10.83224571,31.79277322,-19.3332768
corridor_0,5414,5414,37,42,1141150,1730650,35.5618152,129.0574793,-8.973410488,33.65160844,-17.47444158
corridor_0,5415,5415,38,42,1141250,1730650,35.5618009,129.0585824,-4.570095898,38.05492303,-13.07112699
corridor_0,5416,5416,39,42,1141350,1730650,35.5617866,129.0596854,-2.95161903,39.67339989,-11.45265012
corridor_0,5417,5417,40,42,1141450,1730650,35.5617723,129.0607885,-1.629761578,40.99525735,-10.13079267
corridor_0,5418,5418,41,42,1141550,1730650,35.5617581,129.0618915,-0.539246441,42.08577248,-9.040277532
corridor_0,5419,5419,42,42,1141650,1730650,35.5617438,129.0629946,0.311671375,42.9366903,-8.189359715
corridor_0,5420,5420,43,42,1141750,1730650,35.5617295,129.0640976,1.266223072,43.891242,-7.234808019
corridor_0,5421,5421,44,42,1141850,1730650,35.5617151,129.0652007,2.005297779,44.6303167,-6.495733312
corridor_0,5422,5422,45,42,1141950,1730650,35.5617008,129.0663037,2.841086506,45.46610543,-5.659944585
corridor_0,5423,5423,46,42,1142050,1730650,35.5616865,129.0674068,3.523905872,46.1489248,-4.977125218
corridor_0,5424,5424,47,42,1142150,1730650,35.5616721,129.0685098,4.301604389,46.92662331,-4.199426702
corridor_0,5425,5425,48,42,1142250,1730650,35.5616578,129.0696129,4.95235741,47.57737634,-3.54867368
corridor_0,5426,5426,49,42,1142350,1730650,35.5616434,129.0707159,5.687396168,48.31241509,-2.813634923
corridor_0,5427,5427,50,42,1142450,1730650,35.561629,129.071819,6.474619984,49.09963891,-2.026411107
corridor_0,5428,5428,51,42,1142550,1730650,35.5616146,129.072922,7.222113728,49.84713265,-1.278917363
corridor_0,5429,5429,52,42,1142650,1730650,35.5616002,129.0740251,7.947981953,50.57300088,-0.553049138
corridor_0,5430,5430,53,42,1142750,1730650,35.5615858,129.0751281,8.669543385,51.29456231,0.168512294
corridor_0,5431,5431,54,42,1142850,1730650,35.5615714,129.0762312,9.371260761,51.99627969,0.870229671
corridor_0,5432,5432,55,42,1142950,1730650,35.561557,129.0773342,10.26209557,52.88711449,1.761064479
corridor_0,5433,5433,56,42,1143050,1730650,35.5615425,129.0784373,11.21348107,53.83849999,2.712449977
corridor_0,5434,5434,57,42,1143150,1730650,35.5615281,129.0795403,11.8198539,54.44487283,3.31882281
corridor_0,5435,5435,58,42,1143250,1730650,35.5615136,129.0806433,12.36066735,54.98568627,3.859636256
corridor_0,5436,5436,59,42,1143350,1730650,35.5614992,129.0817464,12.69629586,55.32131478,4.195264766
corridor_0,5437,5437,60,42,1143450,1730650,35.5614847,129.0828494,12.53742134,55.16244027,4.036390254
corridor_0,5438,5438,61,42,1143550,1730650,35.5614702,129.0839525,12.46188271,55.08690163,3.960851619
corridor_0,5439,5439,62,42,1143650,1730650,35.5614557,129.0850555,12.77403939,55.39905831,4.273008296
corridor_0,5440,5440,63,42,1143750,1730650,35.5614412,129.0861585,13.19540322,55.82042214,4.694372127
corridor_0,5441,5441,64,42,1143850,1730650,35.5614267,129.0872616,13.5662986,56.19131753,5.065267512
corridor_0,5442,5442,65,42,1143950,1730650,35.5614121,129.0883646,13.2323066,55.85732552,4.731275508
corridor_0,5443,5443,66,42,1144050,1730650,35.5613976,129.0894676,13.00941384,55.63443276,4.508382747
corridor_0,5444,5444,67,42,1144150,1730650,35.561383,129.0905707,12.4346534,55.05967233,3.93362231
corridor_0,5445,5445,68,42,1144250,1730650,35.5613685,129.0916737,11.83091652,54.45593545,3.329885432
corridor_0,5446,5446,69,42,1144350,1730650,35.5613539,129.0927767,11.39469445,54.01971337,2.893663356
corridor_0,5447,5447,70,42,1144450,1730650,35.5613393,129.0938798,11.32861626,53.95363519,2.82758517
corridor_0,5448,5448,71,42,1144550,1730650,35.5613247,129.0949828,10.84279931,53.46781823,2.341768214
corridor_0,5449,5449,72,42,1144650,1730650,35.5613101,129.0960858,10.42498314,53.05000207,1.923952052
corridor_0,5450,5450,73,42,1144750,1730650,35.5612955,129.0971889,10.14676201,52.77178094,1.645730922
corridor_0,5451,5451,74,42,1144850,1730650,35.5612809,129.0982919,9.791483997,52.41650292,1.290452907
corridor_0,5452,5452,75,42,1144950,1730650,35.5612663,129.0993949,9.3100425,51.93506142,0.809011409
corridor_0,5453,5453,76,42,1145050,1730650,35.5612516,129.1004979,8.889632343,51.51465127,0.388601253
corridor_0,5454,5454,77,42,1145150,1730650,35.561237,129.101601,8.296969532,50.92198846,-0.204061559
corridor_0,5455,5455,78,42,1145250,1730650,35.5612223,129.102704,7.527480244,50.15249917,-0.973550847
corridor_0,5456,5456,79,42,1145350,1730650,35.5612076,129.103807,6.944491505,49.56951043,-1.556539586
corridor_0,5457,5457,80,42,1145450,1730650,35.561193,129.10491,6.268458485,48.89347741,-2.232572606
corridor_0,5458,5458,81,42,1145550,1730650,35.5611783,129.1060131,5.634150623,48.25916955,-2.866880467
corridor_0,5459,5459,82,42,1145650,1730650,35.5611636,129.1071161,5.003680348,47.62869927,-3.497350743
corridor_0,5460,5460,83,42,1145750,1730650,35.5611489,129.1082191,4.455161213,47.08018014,-4.045869878
corridor_0,5461,5461,84,42,1145850,1730650,35.5611341,129.1093221,3.834456562,46.45947549,-4.666574529
corridor_0,5462,5462,85,42,1145950,1730650,35.5611194,129.1104251,3.22819817,45.85321709,-5.272832921
corridor_0,5463,5463,86,42,1146050,1730650,35.5611047,129.1115282,2.598990559,45.22400948,-5.902040532
corridor_0,5464,5464,87,42,1146150,1730650,35.5610899,129.1126312,1.946448444,44.57146737,-6.554582646
corridor_0,5465,5465,88,42,1146250,1730650,35.5610751,129.1137342,1.295909046,43.92092797,-7.205122045
corridor_0,5466,5466,89,42,1146350,1730650,35.5610604,129.1148372,0.467360615,43.09237954,-8.033670476
corridor_0,5467,5467,90,42,1146450,1730650,35.5610456,129.1159402,-0.092972637,42.53204629,-8.594003728
corridor_0,5468,5468,91,42,1146550,1730650,35.5610308,129.1170432,-1.057221294,41.56779763,-9.558252385
corridor_0,5469,5469,92,42,1146650,1730650,35.561016,129.1181463,-2.169770122,40.4552488,-10.67080121
corridor_0,5470,5470,93,42,1146750,1730650,35.5610012,129.1192493,-3.916863323,38.7081556,-12.41789441
corridor_0,5538,5538,94,43,1146850,1730750,35.5618877,129.1203704,-5.591557384,37.03346154,-14.09258848
corridor_0,5539,5539,93,43,1146750,1730750,35.5619025,129.1192674,-2.971489788,39.65352914,-11.47252088
corridor_0,5540,5540,92,43,1146650,1730750,35.5619173,129.1181644,-1.462109447,41.16290948,-9.963140538
corridor_0,5541,5541,91,43,1146550,1730750,35.5619321,129.1170614,-0.452420116,42.17259881,-8.953451207
corridor_0,5542,5542,90,43,1146450,1730750,35.5619469,129.1159583,0.286936878,42.9119558,-8.214094213
corridor_0,5543,5543,89,43,1146350,1730750,35.5619617,129.1148553,1.118178486,43.74319741,-7.382852605
corridor_0,5544,5544,88,43,1146250,1730750,35.5619764,129.1137523,1.661673664,44.28669259,-6.839357427
corridor_0,5545,5545,87,43,1146150,1730750,35.5619912,129.1126492,2.308856129,44.93387505,-6.192174962
corridor_0,5546,5546,86,43,1146050,1730750,35.562006,129.1115462,3.054843067,45.67986199,-5.446188024
corridor_0,5547,5547,85,43,1145950,1730750,35.5620207,129.1104432,3.598673939,46.22369286,-4.902357152
corridor_0,5548,5548,84,43,1145850,1730750,35.5620354,129.1093401,4.260050892,46.88506982,-4.240980199
corridor_0,5549,5549,83,43,1145750,1730750,35.5620502,129.1082371,4.901721119,47.52674004,-3.599309972
corridor_0,5550,5550,82,43,1145650,1730750,35.5620649,129.1071341,5.425345539,48.05036446,-3.075685552
corridor_0,5551,5551,81,43,1145550,1730750,35.5620796,129.106031,6.058314442,48.68333337,-2.442716649
corridor_0,5552,5552,80,43,1145450,1730750,35.5620943,129.104928,6.648768543,49.27378747,-1.852262547
corridor_0,5553,5553,79,43,1145350,1730750,35.5621089,129.103825,7.316161274,49.9411802,-1.184869817
corridor_0,5554,5554,78,43,1145250,1730750,35.5621236,129.1027219,8.162642597,50.78766152,-0.338388494
corridor_0,5555,5555,77,43,1145150,1730750,35.5621383,129.1016189,8.830607533,51.45562646,0.329576442
corridor_0,5556,5556,76,43,1145050,1730750,35.5621529,129.1005159,9.464636921,52.08965585,0.96360583
corridor_0,5557,5557,75,43,1144950,1730750,35.5621676,129.0994128,9.930426716,52.55544564,1.429395625
corridor_0,5558,5558,74,43,1144850,1730750,35.5621822,129.0983098,10.25427163,52.87929055,1.753240535
corridor_0,5559,5559,73,43,1144750,1730750,35.5621968,129.0972067,10.65981972,53.28483865,2.15878863
corridor_0,5560,5560,72,43,1144650,1730750,35.5622114,129.0961037,10.87919915,53.50421807,2.378168056
corridor_0,5561,5561,71,43,1144550,1730750,35.562226,129.0950007,11.47865593,54.10367486,2.977624843
corridor_0,5562,5562,70,43,1144450,1730750,35.5622406,129.0938976,11.52982628,54.15484521,3.028795192
corridor_0,5563,5563,69,43,1144350,1730750,35.5622552,129.0927946,11.72341454,54.34843346,3.222383449
corridor_0,5564,5564,68,43,1144250,1730750,35.5622698,129.0916915,12.15928566,54.78430459,3.658254573
corridor_0,5565,5565,67,43,1144150,1730750,35.5622843,129.0905885,12.55016243,55.17518136,4.049131343
corridor_0,5566,5566,66,43,1144050,1730750,35.5622989,129.0894854,12.68096077,55.3059797,4.179929683
corridor_0,5567,5567,65,43,1143950,1730750,35.5623134,129.0883824,12.75267327,55.37769219,4.251642177
corridor_0,5568,5568,64,43,1143850,1730750,35.562328,129.0872793,12.77751458,55.4025335,4.276483485
corridor_0,5569,5569,63,43,1143750,1730750,35.5623425,129.0861763,12.50108254,55.12610146,4.000051448
corridor_0,5570,5570,62,43,1143650,1730750,35.562357,129.0850732,12.3770591,55.00207803,3.87602801
corridor_0,5571,5571,61,43,1143550,1730750,35.5623715,129.0839702,12.34399331,54.96901223,3.842962214
corridor_0,5572,5572,60,43,1143450,1730750,35.562386,129.0828671,12.77520287,55.40022179,4.274171779
corridor_0,5573,5573,59,43,1143350,1730750,35.5624005,129.0817641,12.82707131,55.45209023,4.326040217
corridor_0,5574,5574,58,43,1143250,1730750,35.5624149,129.080661,12.76005471,55.38507363,4.259023616
corridor_0,5575,5575,57,43,1143150,1730750,35.5624294,129.079558,12.3388778,54.96389672,3.837846705
corridor_0,5576,5576,56,43,1143050,1730750,35.5624438,129.0784549,11.79711831,54.42213723,3.296087214
corridor_0,5577,5577,55,43,1142950,1730750,35.5624583,129.0773519,10.96128762,53.58630654,2.460256526
corridor_0,5578,5578,54,43,1142850,1730750,35.5624727,129.0762488,9.997965931,52.62298486,1.49693484
corridor_0,5579,5579,53,43,1142750,1730750,35.5624871,129.0751458,9.215079426,51.84009835,0.714048335
corridor_0,5580,5580,52,43,1142650,1730750,35.5625015,129.0740427,8.395167469,51.02018639,-0.105863622
corridor_0,5581,5581,51,43,1142550,1730750,35.5625159,129.0729397,7.640132069,50.26515099,-0.860899022
corridor_0,5582,5582,50,43,1142450,1730750,35.5625303,129.0718366,6.862193226,49.48721215,-1.638837865
corridor_0,5583,5583,49,43,1142350,1730750,35.5625447,129.0707335,6.056132435,48.68115136,-2.444898656
corridor_0,5584,5584,48,43,1142250,1730750,35.5625591,129.0696305,5.288725971,47.9137449,-3.21230512
corridor_0,5585,5585,47,43,1142150,1730750,35.5625734,129.0685274,4.59324181,47.21826073,-3.907789281
corridor_0,5586,5586,46,43,1142050,1730750,35.5625878,129.0674244,3.809359669,46.43437859,-4.691671422
corridor_0,5587,5587,45,43,1141950,1730750,35.5626021,129.0663213,3.124587177,45.7496061,-5.376443913
corridor_0,5588,5588,44,43,1141850,1730750,35.5626165,129.0652182,2.30014336,44.92516228,-6.200887731
corridor_0,5589,5589,43,43,1141750,1730750,35.5626308,129.0641152,1.533053516,44.15807244,-6.967977574
corridor_0,5590,5590,42,43,1141650,1730750,35.5626451,129.0630121,0.616740345,43.24175927,-7.884290746
corridor_0,5591,5591,41,43,1141550,1730750,35.5626594,129.061909,-0.226288677,42.39873025,-8.727319768
corridor_0,5592,5592,40,43,1141450,1730750,35.5626737,129.060806,-1.530609966,41.09440896,-10.03164106
corridor_0,5593,5593,39,43,1141350,1730750,35.562688,129.0597029,-2.830529095,39.79448983,-11.33156019
corridor_0,5594,5594,38,43,1141250,1730750,35.5627022,129.0585998,-4.456822277,38.16819665,-12.95785337
corridor_0,5595,5595,37,43,1141150,1730750,35.5627165,129.0574968,-6.740359188,35.88465974,-15.24139028
corridor_0,5669,5669,36,44,1141050,1730850,35.5636321,129.0564111,-10.87572372,31.7492952,-19.37675481
corridor_0,5670,5670,37,44,1141150,1730850,35.5636178,129.0575142,-6.650875927,35.974143,-15.15190702
corridor_0,5671,5671,38,44,1141250,1730850,35.5636035,129.0586173,-4.369290234,38.25572869,-12.87032132
corridor_0,5672,5672,39,44,1141350,1730850,35.5635893,129.0597204,-2.429062725,40.1959562,-10.93009382
corridor_0,5673,5673,40,44,1141450,1730850,35.563575,129.0608234,-1.188496471,41.43652245,-9.689527562
corridor_0,5674,5674,41,44,1141550,1730850,35.5635607,129.0619265,-0.284203411,42.34081551,-8.785234502
corridor_0,5675,5675,42,44,1141650,1730850,35.5635464,129.0630296,0.74703896,43.37205788,-7.753992131
corridor_0,5676,5676,43,44,1141750,1730850,35.5635321,129.0641327,1.686602711,44.31162164,-6.81442838
corridor_0,5677,5677,44,44,1141850,1730850,35.5635178,129.0652358,2.446307301,45.07132623,-6.05472379
corridor_0,5678,5678,45,44,1141950,1730850,35.5635035,129.0663388,3.276114582,45.90113351,-5.224916509
corridor_0,5679,5679,46,44,1142050,1730850,35.5634891,129.0674419,3.999907612,46.62492654,-4.501123479
corridor_0,5680,5680,47,44,1142150,1730850,35.5634748,129.068545,4.808234333,47.43325326,-3.692796758
corridor_0,5681,5681,48,44,1142250,1730850,35.5634604,129.0696481,5.554419636,48.17943856,-2.946611455
corridor_0,5682,5682,49,44,1142350,1730850,35.563446,129.0707511,6.371317982,48.99633691,-2.129713109
corridor_0,5683,5683,50,44,1142450,1730850,35.5634317,129.0718542,7.238062977,49.8630819,-1.262968114
corridor_0,5684,5684,51,44,1142550,1730850,35.5634173,129.0729573,8.049750446,50.67476937,-0.451280644
corridor_0,5685,5685,52,44,1142650,1730850,35.5634029,129.0740603,8.860789417,51.48580834,0.359758327
corridor_0,5686,5686,53,44,1142750,1730850,35.5633885,129.0751634,9.788970112,52.41398904,1.287939021
corridor_0,5687,5687,54,44,1142850,1730850,35.563374,129.0762665,10.63698876,53.26200768,2.135957667
corridor_0,5688,5688,55,44,1142950,1730850,35.5633596,129.0773695,11.61876213,54.24378106,3.117731044
corridor_0,5689,5689,56,44,1143050,1730850,35.5633452,129.0784726,12.31157601,54.93659493,3.810544917
corridor_0,5690,5690,57,44,1143150,1730850,35.5633307,129.0795757,12.64040673,55.26542565,4.139375636
corridor_0,5691,5691,58,44,1143250,1730850,35.5633163,129.0806787,12.9491874,55.57420632,4.448156306
corridor_0,5692,5692,59,44,1143350,1730850,35.5633018,129.0817818,12.80575097,55.43076989,4.304719874
corridor_0,5693,5693,60,44,1143450,1730850,35.5632873,129.0828849,12.58054268,55.20556161,4.079511592
corridor_0,5694,5694,61,44,1143550,1730850,35.5632728,129.0839879,12.26201546,54.88703439,3.76098437
corridor_0,5695,5695,62,44,1143650,1730850,35.5632583,129.085091,12.06621849,54.69123742,3.565187404
corridor_0,5696,5696,63,44,1143750,1730850,35.5632438,129.0861941,12.16376793,54.78878686,3.662736842
corridor_0,5697,5697,64,44,1143850,1730850,35.5632293,129.0872971,12.27419197,54.8992109,3.773160884
corridor_0,5698,5698,65,44,1143950,1730850,35.5632147,129.0884002,12.24452889,54.86954781,3.743497798
corridor_0,5699,5699,66,44,1144050,1730850,35.5632002,129.0895032,12.17378914,54.79880807,3.672758052
corridor_0,5700,5700,67,44,1144150,1730850,35.5631857,129.0906063,12.25982201,54.88484093,3.758790919
corridor_0,5701,5701,68,44,1144250,1730850,35.5631711,129.0917094,12.21589959,54.84091851,3.714868495
corridor_0,5702,5702,69,44,1144350,1730850,35.5631565,129.0928124,11.89927208,54.52429101,3.398240993
corridor_0,5703,5703,70,44,1144450,1730850,35.5631419,129.0939155,11.6167556,54.24177453,3.115724513
corridor_0,5704,5704,71,44,1144550,1730850,35.5631273,129.0950185,11.60343468,54.22845361,3.10240359
corridor_0,5705,5705,72,44,1144650,1730850,35.5631127,129.0961216,11.22917473,53.85419366,2.728143641
corridor_0,5706,5706,73,44,1144750,1730850,35.5630981,129.0972246,11.05456841,53.67958733,2.553537318
corridor_0,5707,5707,74,44,1144850,1730850,35.5630835,129.0983277,10.65066063,53.27567956,2.149629542
corridor_0,5708,5708,75,44,1144950,1730850,35.5630689,129.0994307,10.35742485,52.98244378,1.856393764
corridor_0,5709,5709,76,44,1145050,1730850,35.5630542,129.1005338,9.822604298,52.44762322,1.321573207
corridor_0,5710,5710,77,44,1145150,1730850,35.5630396,129.1016368,9.451102375,52.0761213,0.950071284
corridor_0,5711,5711,78,44,1145250,1730850,35.5630249,129.1027399,8.743350147,51.36836907,0.242319057
corridor_0,5712,5712,79,44,1145350,1730850,35.5630103,129.1038429,7.837409138,50.46242806,-0.663621953
corridor_0,5713,5713,80,44,1145450,1730850,35.5629956,129.104946,6.986594318,49.61161324,-1.514436772
corridor_0,5714,5714,81,44,1145550,1730850,35.5629809,129.106049,6.381960987,49.00697991,-2.119070104
corridor_0,5715,5715,82,44,1145650,1730850,35.5629662,129.1071521,5.799353718,48.42437264,-2.701677373
corridor_0,5716,5716,83,44,1145750,1730850,35.5629515,129.1082551,5.243949055,47.86896798,-3.257082036
corridor_0,5717,5717,84,44,1145850,1730850,35.5629367,129.1093582,4.549960255,47.17497918,-3.951070836
corridor_0,5718,5718,85,44,1145950,1730850,35.562922,129.1104612,4.002265095,46.62728402,-4.498765996
corridor_0,5719,5719,86,44,1146050,1730850,35.5629073,129.1115643,3.388022541,46.01304147,-5.11300855
corridor_0,5720,5720,87,44,1146150,1730850,35.5628925,129.1126673,2.667948841,45.29296777,-5.83308225
corridor_0,5721,5721,88,44,1146250,1730850,35.5628777,129.1137703,2.114611744,44.73963067,-6.386419347
corridor_0,5722,5722,89,44,1146350,1730850,35.562863,129.1148734,1.461642384,44.08666131,-7.039388707
corridor_0,5723,5723,90,44,1146450,1730850,35.5628482,129.1159764,0.653498768,43.27851769,-7.847532323
corridor_0,5724,5724,91,44,1146550,1730850,35.5628334,129.1170795,-0.072907329,42.5521116,-8.57393842
corridor_0,5725,5725,92,44,1146650,1730850,35.5628186,129.1181825,-1.047600628,41.5774183,-9.548631719
corridor_0,5726,5726,93,44,1146750,1730850,35.5628038,129.1192855,-1.911991955,40.71302697,-10.41302305
corridor_0,5727,5727,94,44,1146850,1730850,35.562789,129.1203886,-4.351868511,38.27315041,-12.8528996
corridor_0,5793,5793,95,45,1146950,1730950,35.5636754,129.1215098,-7.019327999,35.60569093,-15.52035909
corridor_0,5794,5794,94,45,1146850,1730950,35.5636903,129.1204067,-3.35780418,39.26721474,-11.85883527
corridor_0,5795,5795,93,45,1146750,1730950,35.5637051,129.1193037,-1.491845013,41.13317391,-9.992876103
corridor_0,5796,5796,92,45,1146650,1730950,35.5637199,129.1182006,-0.659439922,41.965579,-9.160471013
corridor_0,5797,5797,91,45,1146550,1730950,35.5637347,129.1170976,0.285910725,42.91092965,-8.215120366
corridor_0,5798,5798,90,45,1146450,1730950,35.5637495,129.1159945,0.995345234,43.62036416,-7.505685857
corridor_0,5799,5799,89,45,1146350,1730950,35.5637643,129.1148915,1.789664387,44.41468331,-6.711366704
corridor_0,5800,5800,88,45,1146250,1730950,35.563779,129.1137884,2.425643086,45.05066201,-6.075388005
corridor_0,5801,5801,87,45,1146150,1730950,35.5637938,129.1126854,3.042250752,45.66726968,-5.458780339
corridor_0,5802,5802,86,45,1146050,1730950,35.5638086,129.1115823,3.723708271,46.3487272,-4.77732282
corridor_0,5803,5803,85,45,1145950,1730950,35.5638233,129.1104793,4.341719746,46.96673867,-4.159311345
corridor_0,5804,5804,84,45,1145850,1730950,35.563838,129.1093762,4.911936878,47.5369558,-3.589094213
corridor_0,5805,5805,83,45,1145750,1730950,35.5638528,129.1082731,5.484030842,48.10904977,-3.017000249
corridor_0,5806,5806,82,45,1145650,1730950,35.5638675,129.1071701,6.115538715,48.74055764,-2.385492375
corridor_0,5807,5807,81,45,1145550,1730950,35.5638822,129.106067,6.731295704,49.35631463,-1.769735387
corridor_0,5808,5808,80,45,1145450,1730950,35.5638969,129.104964,7.655638813,50.28065774,-0.845392278
corridor_0,5809,5809,79,45,1145350,1730950,35.5639116,129.1038609,8.476298451,51.10131738,-0.02473264
corridor_0,5810,5810,78,45,1145250,1730950,35.5639262,129.1027578,9.09960091,51.72461983,0.598569819
corridor_0,5811,5811,77,45,1145150,1730950,35.5639409,129.1016548,9.741942524,52.36696145,1.240911433
corridor_0,5812,5812,76,45,1145050,1730950,35.5639555,129.1005517,10.3447181,52.96973702,1.843687007
corridor_0,5813,5813,75,45,1144950,1730950,35.5639702,129.0994487,10.64904702,53.27406594,2.148015925
corridor_0,5814,5814,74,45,1144850,1730950,35.5639848,129.0983456,10.99399102,53.61900994,2.492959926
corridor_0,5815,5815,73,45,1144750,1730950,35.5639994,129.0972425,11.31340706,53.93842599,2.812375972
corridor_0,5816,5816,72,45,1144650,1730950,35.5640141,129.0961395,11.40523446,54.03025338,2.904203364
corridor_0,5817,5817,71,45,1144550,1730950,35.5640287,129.0950364,11.54378426,54.16880318,3.042753169
corridor_0,5818,5818,70,45,1144450,1730950,35.5640432,129.0939333,11.68408883,54.30910775,3.183057734
corridor_0,5819,5819,69,45,1144350,1730950,35.5640578,129.0928303,11.7897445,54.41476342,3.288713405
corridor_0,5820,5820,68,45,1144250,1730950,35.5640724,129.0917272,11.80115807,54.42617699,3.300126979
corridor_0,5821,5821,67,45,1144150,1730950,35.564087,129.0906241,11.83645165,54.46147057,3.335420558
corridor_0,5822,5822,66,45,1144050,1730950,35.5641015,129.089521,11.85924828,54.4842672,3.358217189
corridor_0,5823,5823,65,45,1143950,1730950,35.5641161,129.088418,11.82612908,54.451148,3.325097987
corridor_0,5824,5824,64,45,1143850,1730950,35.5641306,129.0873149,11.83507073,54.46008965,3.334039638
corridor_0,5825,5825,63,45,1143750,1730950,35.5641451,129.0862118,11.81138146,54.43640038,3.310350368
corridor_0,5826,5826,62,45,1143650,1730950,35.5641596,129.0851088,11.82865059,54.45366952,3.327619502
corridor_0,5827,5827,61,45,1143550,1730950,35.5641741,129.0840057,12.20233071,54.82734963,3.701299617
corridor_0,5828,5828,60,45,1143450,1730950,35.5641886,129.0829026,12.6018821,55.22690102,4.100851008
corridor_0,5829,5829,59,45,1143350,1730950,35.5642031,129.0817995,12.7157203,55.34073922,4.214689204
corridor_0,5830,5830,58,45,1143250,1730950,35.5642176,129.0806964,12.97154152,55.59656045,4.470510432
corridor_0,5831,5831,57,45,1143150,1730950,35.564232,129.0795934,12.80015862,55.42517754,4.299127528
corridor_0,5832,5832,56,45,1143050,1730950,35.5642465,129.0784903,12.48623574,55.11125466,3.985204646
corridor_0,5833,5833,55,45,1142950,1730950,35.5642609,129.0773872,12.03563988,54.66065881,3.53460879
