order,grid_i,grid_j,X_EPSG5179,Y_EPSG5179,lat,lon
4899,34,38,1140850,1730250,35.5582526,129.0541005
4900,35,38,1140950,1730250,35.5582383,129.0552035
4901,36,38,1141050,1730250,35.5582241,129.0563065
4902,37,38,1141150,1730250,35.5582098,129.0574096
4903,38,38,1141250,1730250,35.5581956,129.0585126
4904,39,38,1141350,1730250,35.5581813,129.0596156
4905,40,38,1141450,1730250,35.558167,129.0607186
4906,41,38,1141550,1730250,35.5581528,129.0618216
4907,42,38,1141650,1730250,35.5581385,129.0629246
4908,43,38,1141750,1730250,35.5581242,129.0640276
4909,44,38,1141850,1730250,35.5581098,129.0651306
4910,45,38,1141950,1730250,35.5580955,129.0662336
4911,46,38,1142050,1730250,35.5580812,129.0673366
4912,47,38,1142150,1730250,35.5580668,129.0684396
4913,48,38,1142250,1730250,35.5580525,129.0695426
4914,49,38,1142350,1730250,35.5580381,129.0706456
4915,50,38,1142450,1730250,35.5580237,129.0717486
4916,51,38,1142550,1730250,35.5580093,129.0728516
4917,52,38,1142650,1730250,35.5579949,129.0739546
4918,53,38,1142750,1730250,35.5579805,129.0750576
4919,54,38,1142850,1730250,35.5579661,129.0761606
4920,55,38,1142950,1730250,35.5579517,129.0772636
4921,56,38,1143050,1730250,35.5579373,129.0783666
4922,57,38,1143150,1730250,35.5579228,129.0794695
4923,58,38,1143250,1730250,35.5579084,129.0805725
4924,59,38,1143350,1730250,35.5578939,129.0816755
4925,60,38,1143450,1730250,35.5578794,129.0827785
4926,61,38,1143550,1730250,35.5578649,129.0838815
4927,62,38,1143650,1730250,35.5578504,129.0849845
4928,63,38,1143750,1730250,35.5578359,129.0860875
4929,64,38,1143850,1730250,35.5578214,129.0871905
4930,65,38,1143950,1730250,35.5578069,129.0882935
4931,66,38,1144050,1730250,35.5577923,129.0893964
4932,67,38,1144150,1730250,35.5577778,129.0904994
4933,68,38,1144250,1730250,35.5577632,129.0916024
4934,69,38,1144350,1730250,35.5577487,129.0927054
4935,70,38,1144450,1730250,35.5577341,129.0938084
4936,71,38,1144550,1730250,35.5577195,129.0949114
4937,72,38,1144650,1730250,35.5577049,129.0960143
4938,73,38,1144750,1730250,35.5576903,129.0971173
4939,74,38,1144850,1730250,35.5576757,129.0982203
4940,75,38,1144950,1730250,35.557661,129.0993233
4941,76,38,1145050,1730250,35.5576464,129.1004263
4942,77,38,1145150,1730250,35.5576317,129.1015292
4943,78,38,1145250,1730250,35.5576171,129.1026322
4944,79,38,1145350,1730250,35.5576024,129.1037352
4945,80,38,1145450,1730250,35.5575877,129.1048382
4946,81,38,1145550,1730250,35.557573,129.1059411
4947,82,38,1145650,1730250,35.5575583,129.1070441
4948,83,38,1145750,1730250,35.5575436,129.1081471
4949,84,38,1145850,1730250,35.5575289,129.10925
4950,85,38,1145950,1730250,35.5575142,129.110353
4951,86,38,1146050,1730250,35.5574994,129.111456
4952,87,38,1146150,1730250,35.5574847,129.1125589
4953,88,38,1146250,1730250,35.5574699,129.1136619
4954,89,38,1146350,1730250,35.5574552,129.1147649
4955,90,38,1146450,1730250,35.5574404,129.1158679
4956,91,38,1146550,1730250,35.5574256,129.1169708
4957,92,38,1146650,1730250,35.5574108,129.1180738
4958,93,38,1146750,1730250,35.557396,129.1191767
4959,94,38,1146850,1730250,35.5573812,129.1202797
4960,95,38,1146950,1730250,35.5573663,129.1213827
4961,96,38,1147050,1730250,35.5573515,129.1224856
4962,97,38,1147150,1730250,35.5573366,129.1235886
4963,98,38,1147250,1730250,35.5573218,129.1246916
4964,99,38,1147350,1730250,35.5573069,129.1257945
4965,100,38,1147450,1730250,35.557292,129.1268975
4966,101,38,1147550,1730250,35.5572771,129.1280004
4967,102,38,1147650,1730250,35.5572622,129.1291034
4968,103,38,1147750,1730250,35.5572473,129.1302063
4969,104,38,1147850,1730250,35.5572324,129.1313093
4970,105,38,1147950,1730250,35.5572175,129.1324122
4971,106,38,1148050,1730250,35.5572025,129.1335152
4972,107,38,1148150,1730250,35.5571876,129.1346182
4973,108,38,1148250,1730250,35.5571726,129.1357211
4974,109,38,1148350,1730250,35.5571576,129.1368241
4975,110,38,1148450,1730250,35.5571427,129.137927
4976,111,38,1148550,1730250,35.5571277,129.13903
4977,112,38,1148650,1730250,35.5571127,129.1401329
4978,113,38,1148750,1730250,35.5570977,129.1412358
4979,114,38,1148850,1730250,35.5570826,129.1423388
4980,115,38,1148950,1730250,35.5570676,129.1434417
4981,116,38,1149050,1730250,35.5570526,129.1445447
4982,117,38,1149150,1730250,35.5570375,129.1456476
4983,118,38,1149250,1730250,35.5570224,129.1467506
4984,119,38,1149350,1730250,35.5570074,129.1478535
4985,120,38,1149450,1730250,35.5569923,129.1489565
4986,121,38,1149550,1730250,35.5569772,129.1500594
4987,122,38,1149650,1730250,35.5569621,129.1511623
4988,123,38,1149750,1730250,35.556947,129.1522653
4989,124,38,1149850,1730250,35.5569319,129.1533682
4990,125,38,1149950,1730250,35.5569167,129.1544712
4991,126,38,1150050,1730250,35.5569016,129.1555741
4992,127,38,1150150,1730250,35.5568864,129.156677
4993,127,39,1150150,1730350,35.5577877,129.1566956
4994,126,39,1150050,1730350,35.5578029,129.1555926
4995,125,39,1149950,1730350,35.557818,129.1544897
4996,124,39,1149850,1730350,35.5578331,129.1533867
4997,123,39,1149750,1730350,35.5578483,129.1522838
4998,122,39,1149650,1730350,35.5578634,129.1511808
4999,121,39,1149550,1730350,35.5578785,129.1500779
5000,120,39,1149450,1730350,35.5578936,129.1489749
5001,119,39,1149350,1730350,35.5579087,129.147872
5002,118,39,1149250,1730350,35.5579237,129.146769
5003,117,39,1149150,1730350,35.5579388,129.1456661
5004,116,39,1149050,1730350,35.5579538,129.1445631
5005,115,39,1148950,1730350,35.5579689,129.1434601
5006,114,39,1148850,1730350,35.5579839,129.1423572
5007,113,39,1148750,1730350,35.5579989,129.1412542
5008,112,39,1148650,1730350,35.558014,129.1401513
5009,111,39,1148550,1730350,35.558029,129.1390483
5010,110,39,1148450,1730350,35.558044,129.1379453
5011,109,39,1148350,1730350,35.5580589,129.1368424
5012,108,39,1148250,1730350,35.5580739,129.1357394
5013,107,39,1148150,1730350,35.5580889,129.1346365
5014,106,39,1148050,1730350,35.5581038,129.1335335
5015,105,39,1147950,1730350,35.5581188,129.1324305
5016,104,39,1147850,1730350,35.5581337,129.1313276
5017,103,39,1147750,1730350,35.5581486,129.1302246
5018,102,39,1147650,1730350,35.5581635,129.1291216
5019,101,39,1147550,1730350,35.5581784,129.1280187
5020,100,39,1147450,1730350,35.5581933,129.1269157
5021,99,39,1147350,1730350,35.5582082,129.1258127
5022,98,39,1147250,1730350,35.5582231,129.1247097
5023,97,39,1147150,1730350,35.5582379,129.1236068
5024,96,39,1147050,1730350,35.5582528,129.1225038
5025,95,39,1146950,1730350,35.5582676,129.1214008
5026,94,39,1146850,1730350,35.5582825,129.1202979
5027,93,39,1146750,1730350,35.5582973,129.1191949
5028,92,39,1146650,1730350,35.5583121,129.1180919
5029,91,39,1146550,1730350,35.5583269,129.1169889
5030,90,39,1146450,1730350,35.5583417,129.1158859
5031,89,39,1146350,1730350,35.5583565,129.114783
5032,88,39,1146250,1730350,35.5583712,129.11368
5033,87,39,1146150,1730350,35.558386,129.112577
5034,86,39,1146050,1730350,35.5584007,129.111474
5035,85,39,1145950,1730350,35.5584155,129.110371
5036,84,39,1145850,1730350,35.5584302,129.1092681
5037,83,39,1145750,1730350,35.5584449,129.1081651
5038,82,39,1145650,1730350,35.5584597,129.1070621
5039,81,39,1145550,1730350,35.5584744,129.1059591
5040,80,39,1145450,1730350,35.558489,129.1048561
5041,79,39,1145350,1730350,35.5585037,129.1037531
5042,78,39,1145250,1730350,35.5585184,129.1026502
5043,77,39,1145150,1730350,35.5585331,129.1015472
5044,76,39,1145050,1730350,35.5585477,129.1004442
5045,75,39,1144950,1730350,35.5585623,129.0993412
5046,74,39,1144850,1730350,35.558577,129.0982382
5047,73,39,1144750,1730350,35.5585916,129.0971352
5048,72,39,1144650,1730350,35.5586062,129.0960322
5049,71,39,1144550,1730350,35.5586208,129.0949292
5050,70,39,1144450,1730350,35.5586354,129.0938262
5051,69,39,1144350,1730350,35.55865,129.0927232
5052,68,39,1144250,1730350,35.5586645,129.0916202
5053,67,39,1144150,1730350,35.5586791,129.0905172
5054,66,39,1144050,1730350,35.5586936,129.0894142
5055,65,39,1143950,1730350,35.5587082,129.0883112
5056,64,39,1143850,1730350,35.5587227,129.0872082
5057,63,39,1143750,1730350,35.5587372,129.0861052
5058,62,39,1143650,1730350,35.5587517,129.0850022
5059,61,39,1143550,1730350,35.5587662,129.0838992
5060,60,39,1143450,1730350,35.5587807,129.0827962
5061,59,39,1143350,1730350,35.5587952,129.0816932
5062,58,39,1143250,1730350,35.5588097,129.0805902
5063,57,39,1143150,1730350,35.5588241,129.0794872
5064,56,39,1143050,1730350,35.5588386,129.0783842
5065,55,39,1142950,1730350,35.558853,129.0772812
5066,54,39,1142850,1730350,35.5588674,129.0761782
5067,53,39,1142750,1730350,35.5588819,129.0750752
5068,52,39,1142650,1730350,35.5588963,129.0739722
5069,51,39,1142550,1730350,35.5589107,129.0728692
5070,50,39,1142450,1730350,35.5589251,129.0717662
5071,49,39,1142350,1730350,35.5589394,129.0706632
5072,48,39,1142250,1730350,35.5589538,129.0695602
5073,47,39,1142150,1730350,35.5589682,129.0684572
5074,46,39,1142050,1730350,35.5589825,129.0673541
5075,45,39,1141950,1730350,35.5589968,129.0662511
5076,44,39,1141850,1730350,35.5590112,129.0651481
5077,43,39,1141750,1730350,35.5590255,129.0640451
5078,42,39,1141650,1730350,35.5590398,129.0629421
5079,41,39,1141550,1730350,35.5590541,129.0618391
5080,40,39,1141450,1730350,35.5590684,129.060736
5081,39,39,1141350,1730350,35.5590827,129.059633
5082,38,39,1141250,1730350,35.5590969,129.05853
5083,37,39,1141150,1730350,35.5591112,129.057427
5084,36,39,1141050,1730350,35.5591254,129.056324
5085,35,39,1140950,1730350,35.5591397,129.055221
5086,34,39,1140850,1730350,35.5591539,129.0541179
5087,33,39,1140750,1730350,35.5591681,129.0530149
5088,32,39,1140650,1730350,35.5591823,129.0519119
5089,31,39,1140550,1730350,35.5591965,129.0508089
5090,30,39,1140450,1730350,35.5592107,129.0497058
5091,29,39,1140350,1730350,35.5592249,129.0486028
5092,28,39,1140250,1730350,35.559239,129.0474998
5093,27,39,1140150,1730350,35.5592532,129.0463968
5094,26,39,1140050,1730350,35.5592673,129.0452937
5095,25,39,1139950,1730350,35.5592815,129.0441907
5096,24,39,1139850,1730350,35.5592956,129.0430877
5097,23,39,1139750,1730350,35.5593097,129.0419846
5098,22,39,1139650,1730350,35.5593238,129.0408816
5099,21,39,1139550,1730350,35.5593379,129.0397786
5100,20,39,1139450,1730350,35.559352,129.0386755
5101,19,39,1139350,1730350,35.5593661,129.0375725
5102,18,39,1139250,1730350,35.5593801,129.0364695
5103,17,39,1139150,1730350,35.5593942,129.0353664
5104,16,39,1139050,1730350,35.5594082,129.0342634
5105,15,39,1138950,1730350,35.5594223,129.0331604
5106,14,39,1138850,1730350,35.5594363,129.0320573
5107,13,39,1138750,1730350,35.5594503,129.0309543
5108,12,39,1138650,1730350,35.5594643,129.0298513
5109,11,39,1138550,1730350,35.5594783,129.0287482
5110,10,39,1138450,1730350,35.5594923,129.0276452
5111,9,39,1138350,1730350,35.5595063,129.0265421
5112,8,39,1138250,1730350,35.5595202,129.0254391
5113,7,39,1138150,1730350,35.5595342,129.0243361
5114,6,39,1138050,1730350,35.5595481,129.023233
5115,5,39,1137950,1730350,35.5595621,129.02213
5116,4,39,1137850,1730350,35.559576,129.0210269
5117,3,39,1137750,1730350,35.5595899,129.0199239
5118,2,39,1137650,1730350,35.5596038,129.0188208
5119,1,39,1137550,1730350,35.5596177,129.0177178
5120,0,39,1137450,1730350,35.5596316,129.0166147
5121,0,40,1137450,1730450,35.5605329,129.0166317
5122,1,40,1137550,1730450,35.560519,129.0177348
5123,2,40,1137650,1730450,35.5605051,129.0188378
5124,3,40,1137750,1730450,35.5604912,129.0199409
5125,4,40,1137850,1730450,35.5604773,129.021044
5126,5,40,1137950,1730450,35.5604634,129.022147
5127,6,40,1138050,1730450,35.5604495,129.0232501
5128,7,40,1138150,1730450,35.5604355,129.0243531
5129,8,40,1138250,1730450,35.5604216,129.0254562
5130,9,40,1138350,1730450,35.5604076,129.0265592
5131,10,40,1138450,1730450,35.5603936,129.0276623
5132,11,40,1138550,1730450,35.5603796,129.0287653
5133,12,40,1138650,1730450,35.5603656,129.0298684
5134,13,40,1138750,1730450,35.5603516,129.0309714
5135,14,40,1138850,1730450,35.5603376,129.0320745
5136,15,40,1138950,1730450,35.5603236,129.0331775
5137,16,40,1139050,1730450,35.5603096,129.0342806
5138,17,40,1139150,1730450,35.5602955,129.0353836
5139,18,40,1139250,1730450,35.5602815,129.0364867
5140,19,40,1139350,1730450,35.5602674,129.0375897
5141,20,40,1139450,1730450,35.5602533,129.0386928
5142,21,40,1139550,1730450,35.5602392,129.0397958
5143,22,40,1139650,1730450,35.5602251,129.0408989
5144,23,40,1139750,1730450,35.560211,129.0420019
5145,24,40,1139850,1730450,35.5601969,129.0431049
5146,25,40,1139950,1730450,35.5601828,129.044208
5147,26,40,1140050,1730450,35.5601687,129.045311
5148,27,40,1140150,1730450,35.5601545,129.0464141
5149,28,40,1140250,1730450,35.5601404,129.0475171
5150,29,40,1140350,1730450,35.5601262,129.0486202
5151,30,40,1140450,1730450,35.560112,129.0497232
5152,31,40,1140550,1730450,35.5600978,129.0508262
5153,32,40,1140650,1730450,35.5600836,129.0519293
5154,33,40,1140750,1730450,35.5600694,129.0530323
5155,34,40,1140850,1730450,35.5600552,129.0541353
5156,35,40,1140950,1730450,35.560041,129.0552384
5157,36,40,1141050,1730450,35.5600267,129.0563414
5158,37,40,1141150,1730450,35.5600125,129.0574444
5159,38,40,1141250,1730450,35.5599982,129.0585475
5160,39,40,1141350,1730450,35.559984,129.0596505
5161,40,40,1141450,1730450,35.5599697,129.0607535
5162,41,40,1141550,1730450,35.5599554,129.0618566
5163,42,40,1141650,1730450,35.5599411,129.0629596
5164,43,40,1141750,1730450,35.5599268,129.0640626
5165,44,40,1141850,1730450,35.5599125,129.0651656
5166,45,40,1141950,1730450,35.5598982,129.0662687
5167,46,40,1142050,1730450,35.5598838,129.0673717
5168,47,40,1142150,1730450,35.5598695,129.0684747
5169,48,40,1142250,1730450,35.5598551,129.0695777
5170,49,40,1142350,1730450,35.5598408,129.0706808
5171,50,40,1142450,1730450,35.5598264,129.0717838
5172,51,40,1142550,1730450,35.559812,129.0728868
5173,52,40,1142650,1730450,35.5597976,129.0739898
5174,53,40,1142750,1730450,35.5597832,129.0750928
5175,54,40,1142850,1730450,35.5597688,129.0761959
5176,55,40,1142950,1730450,35.5597543,129.0772989
5177,56,40,1143050,1730450,35.5597399,129.0784019
5178,57,40,1143150,1730450,35.5597254,129.0795049
5179,58,40,1143250,1730450,35.559711,129.0806079
5180,59,40,1143350,1730450,35.5596965,129.081711
5181,60,40,1143450,1730450,35.559682,129.082814
5182,61,40,1143550,1730450,35.5596676,129.083917
5183,62,40,1143650,1730450,35.5596531,129.08502
5184,63,40,1143750,1730450,35.5596385,129.086123
5185,64,40,1143850,1730450,35.559624,129.087226
5186,65,40,1143950,1730450,35.5596095,129.088329
5187,66,40,1144050,1730450,35.559595,129.089432
5188,67,40,1144150,1730450,35.5595804,129.090535
5189,68,40,1144250,1730450,35.5595658,129.0916381
5190,69,40,1144350,1730450,35.5595513,129.0927411
5191,70,40,1144450,1730450,35.5595367,129.0938441
5192,71,40,1144550,1730450,35.5595221,129.0949471
5193,72,40,1144650,1730450,35.5595075,129.0960501
5194,73,40,1144750,1730450,35.5594929,129.0971531
5195,74,40,1144850,1730450,35.5594783,129.0982561
5196,75,40,1144950,1730450,35.5594636,129.0993591
5197,76,40,1145050,1730450,35.559449,129.1004621
5198,77,40,1145150,1730450,35.5594344,129.1015651
5199,78,40,1145250,1730450,35.5594197,129.1026681
5200,79,40,1145350,1730450,35.559405,129.1037711
5201,80,40,1145450,1730450,35.5593903,129.1048741
5202,81,40,1145550,1730450,35.5593757,129.1059771
5203,82,40,1145650,1730450,35.559361,129.1070801
5204,83,40,1145750,1730450,35.5593462,129.1081831
5205,84,40,1145850,1730450,35.5593315,129.1092861
5206,85,40,1145950,1730450,35.5593168,129.1103891
5207,86,40,1146050,1730450,35.5593021,129.1114921
5208,87,40,1146150,1730450,35.5592873,129.1125951
5209,88,40,1146250,1730450,35.5592725,129.1136981
5210,89,40,1146350,1730450,35.5592578,129.114801
5211,90,40,1146450,1730450,35.559243,129.115904
5212,91,40,1146550,1730450,35.5592282,129.117007
5213,92,40,1146650,1730450,35.5592134,129.11811
5214,93,40,1146750,1730450,35.5591986,129.119213
5215,94,40,1146850,1730450,35.5591838,129.120316
5216,95,40,1146950,1730450,35.5591689,129.121419
5217,96,40,1147050,1730450,35.5591541,129.122522
5218,97,40,1147150,1730450,35.5591392,129.123625
5219,98,40,1147250,1730450,35.5591244,129.1247279
5220,99,40,1147350,1730450,35.5591095,129.1258309
5221,100,40,1147450,1730450,35.5590946,129.1269339
5222,101,40,1147550,1730450,35.5590797,129.1280369
5223,102,40,1147650,1730450,35.5590648,129.1291399
5224,103,40,1147750,1730450,35.5590499,129.1302428
5225,104,40,1147850,1730450,35.559035,129.1313458
5226,105,40,1147950,1730450,35.5590201,129.1324488
5227,106,40,1148050,1730450,35.5590051,129.1335518
5228,107,40,1148150,1730450,35.5589902,129.1346548
5229,108,40,1148250,1730450,35.5589752,129.1357577
5230,109,40,1148350,1730450,35.5589602,129.1368607
5231,110,40,1148450,1730450,35.5589452,129.1379637
5232,111,40,1148550,1730450,35.5589302,129.1390667
5233,112,40,1148650,1730450,35.5589152,129.1401696
5234,113,40,1148750,1730450,35.5589002,129.1412726
5235,114,40,1148850,1730450,35.5588852,129.1423756
5236,115,40,1148950,1730450,35.5588702,129.1434785
5237,116,40,1149050,1730450,35.5588551,129.1445815
5238,117,40,1149150,1730450,35.5588401,129.1456845
5239,118,40,1149250,1730450,35.558825,129.1467875
5240,119,40,1149350,1730450,35.5588099,129.1478904
5241,120,40,1149450,1730450,35.5587949,129.1489934
5242,121,40,1149550,1730450,35.5587798,129.1500964
5243,122,40,1149650,1730450,35.5587647,129.1511993
5244,123,40,1149750,1730450,35.5587495,129.1523023
5245,124,40,1149850,1730450,35.5587344,129.1534052
5246,125,40,1149950,1730450,35.5587193,129.1545082
5247,126,40,1150050,1730450,35.5587041,129.1556112
5248,127,40,1150150,1730450,35.558689,129.1567141
5249,127,41,1150150,1730550,35.5595903,129.1567327
5250,126,41,1150050,1730550,35.5596054,129.1556297
5251,125,41,1149950,1730550,35.5596206,129.1545267
5252,124,41,1149850,1730550,35.5596357,129.1534238
5253,123,41,1149750,1730550,35.5596508,129.1523208
5254,122,41,1149650,1730550,35.5596659,129.1512178
5255,121,41,1149550,1730550,35.559681,129.1501148
5256,120,41,1149450,1730550,35.5596961,129.1490119
5257,119,41,1149350,1730550,35.5597112,129.1479089
5258,118,41,1149250,1730550,35.5597263,129.1468059
5259,117,41,1149150,1730550,35.5597414,129.1457029
5260,116,41,1149050,1730550,35.5597564,129.1445999
5261,115,41,1148950,1730550,35.5597715,129.143497
5262,114,41,1148850,1730550,35.5597865,129.142394
5263,113,41,1148750,1730550,35.5598015,129.141291
5264,112,41,1148650,1730550,35.5598165,129.140188
5265,111,41,1148550,1730550,35.5598315,129.139085
5266,110,41,1148450,1730550,35.5598465,129.137982
5267,109,41,1148350,1730550,35.5598615,129.136879
5268,108,41,1148250,1730550,35.5598765,129.1357761
5269,107,41,1148150,1730550,35.5598915,129.1346731
5270,106,41,1148050,1730550,35.5599064,129.1335701
5271,105,41,1147950,1730550,35.5599214,129.1324671
5272,104,41,1147850,1730550,35.5599363,129.1313641
5273,103,41,1147750,1730550,35.5599512,129.1302611
5274,102,41,1147650,1730550,35.5599661,129.1291581
5275,101,41,1147550,1730550,35.559981,129.1280551
5276,100,41,1147450,1730550,35.5599959,129.1269521
5277,99,41,1147350,1730550,35.5600108,129.1258491
5278,98,41,1147250,1730550,35.5600257,129.1247461
5279,97,41,1147150,1730550,35.5600405,129.1236431
5280,96,41,1147050,1730550,35.5600554,129.1225401
5281,95,41,1146950,1730550,35.5600702,129.1214371
5282,94,41,1146850,1730550,35.5600851,129.1203341
5283,93,41,1146750,1730550,35.5600999,129.1192311
5284,92,41,1146650,1730550,35.5601147,129.1181281
5285,91,41,1146550,1730550,35.5601295,129.1170251
5286,90,41,1146450,1730550,35.5601443,129.1159221
5287,89,41,1146350,1730550,35.5601591,129.1148191
5288,88,41,1146250,1730550,35.5601738,129.1137161
5289,87,41,1146150,1730550,35.5601886,129.1126131
5290,86,41,1146050,1730550,35.5602034,129.1115101
5291,85,41,1145950,1730550,35.5602181,129.1104071
5292,84,41,1145850,1730550,35.5602328,129.1093041
5293,83,41,1145750,1730550,35.5602475,129.1082011
5294,82,41,1145650,1730550,35.5602623,129.1070981
5295,81,41,1145550,1730550,35.560277,129.1059951
5296,80,41,1145450,1730550,35.5602917,129.1048921
5297,79,41,1145350,1730550,35.5603063,129.1037891
5298,78,41,1145250,1730550,35.560321,129.102686
5299,77,41,1145150,1730550,35.5603357,129.101583
5300,76,41,1145050,1730550,35.5603503,129.10048
5301,75,41,1144950,1730550,35.560365,129.099377
5302,74,41,1144850,1730550,35.5603796,129.098274
5303,73,41,1144750,1730550,35.5603942,129.097171
5304,72,41,1144650,1730550,35.5604088,129.096068
5305,71,41,1144550,1730550,35.5604234,129.0949649
5306,70,41,1144450,1730550,35.560438,129.0938619
5307,69,41,1144350,1730550,35.5604526,129.0927589
5308,68,41,1144250,1730550,35.5604672,129.0916559
5309,67,41,1144150,1730550,35.5604817,129.0905529
5310,66,41,1144050,1730550,35.5604963,129.0894498
5311,65,41,1143950,1730550,35.5605108,129.0883468
5312,64,41,1143850,1730550,35.5605253,129.0872438
5313,63,41,1143750,1730550,35.5605399,129.0861408
5314,62,41,1143650,1730550,35.5605544,129.0850377
5315,61,41,1143550,1730550,35.5605689,129.0839347
5316,60,41,1143450,1730550,35.5605834,129.0828317
5317,59,41,1143350,1730550,35.5605978,129.0817287
5318,58,41,1143250,1730550,35.5606123,129.0806256
5319,57,41,1143150,1730550,35.5606268,129.0795226
5320,56,41,1143050,1730550,35.5606412,129.0784196
5321,55,41,1142950,1730550,35.5606557,129.0773166
5322,54,41,1142850,1730550,35.5606701,129.0762135
5323,53,41,1142750,1730550,35.5606845,129.0751105
5324,52,41,1142650,1730550,35.5606989,129.0740075
5325,51,41,1142550,1730550,35.5607133,129.0729044
5326,50,41,1142450,1730550,35.5607277,129.0718014
5327,49,41,1142350,1730550,35.5607421,129.0706984
5328,48,41,1142250,1730550,35.5607564,129.0695953
5329,47,41,1142150,1730550,35.5607708,129.0684923
5330,46,41,1142050,1730550,35.5607851,129.0673892
5331,45,41,1141950,1730550,35.5607995,129.0662862
5332,44,41,1141850,1730550,35.5608138,129.0651832
5333,43,41,1141750,1730550,35.5608281,129.0640801
5334,42,41,1141650,1730550,35.5608424,129.0629771
5335,41,41,1141550,1730550,35.5608567,129.061874
5336,40,41,1141450,1730550,35.560871,129.060771
5337,39,41,1141350,1730550,35.5608853,129.059668
5338,38,41,1141250,1730550,35.5608996,129.0585649
5339,37,41,1141150,1730550,35.5609138,129.0574619
5340,36,41,1141050,1730550,35.5609281,129.0563588
5341,35,41,1140950,1730550,35.5609423,129.0552558
5342,34,41,1140850,1730550,35.5609565,129.0541527
5343,33,41,1140750,1730550,35.5609708,129.0530497
5344,32,41,1140650,1730550,35.560985,129.0519466
5345,31,41,1140550,1730550,35.5609992,129.0508436
5346,30,41,1140450,1730550,35.5610133,129.0497405
5347,29,41,1140350,1730550,35.5610275,129.0486375
5348,28,41,1140250,1730550,35.5610417,129.0475344
5349,27,41,1140150,1730550,35.5610558,129.0464314
5350,26,41,1140050,1730550,35.56107,129.0453283
5351,25,41,1139950,1730550,35.5610841,129.0442253
5352,24,41,1139850,1730550,35.5610983,129.0431222
5353,23,41,1139750,1730550,35.5611124,129.0420192
5354,22,41,1139650,1730550,35.5611265,129.0409161
5355,21,41,1139550,1730550,35.5611406,129.0398131
5356,20,41,1139450,1730550,35.5611547,129.03871
5357,19,41,1139350,1730550,35.5611687,129.0376069
5358,18,41,1139250,1730550,35.5611828,129.0365039
5359,17,41,1139150,1730550,35.5611969,129.0354008
5360,16,41,1139050,1730550,35.5612109,129.0342978
5361,15,41,1138950,1730550,35.5612249,129.0331947
5362,14,41,1138850,1730550,35.561239,129.0320916
5363,13,41,1138750,1730550,35.561253,129.0309886
5364,12,41,1138650,1730550,35.561267,129.0298855
5365,11,41,1138550,1730550,35.561281,129.0287825
5366,10,41,1138450,1730550,35.561295,129.0276794
5367,9,41,1138350,1730550,35.5613089,129.0265763
5368,8,41,1138250,1730550,35.5613229,129.0254733
5369,7,41,1138150,1730550,35.5613369,129.0243702
5370,6,41,1138050,1730550,35.5613508,129.0232671
5371,5,41,1137950,1730550,35.5613647,129.0221641
5372,4,41,1137850,1730550,35.5613787,129.021061
5373,3,41,1137750,1730550,35.5613926,129.0199579
5374,2,41,1137650,1730550,35.5614065,129.0188548
5375,1,41,1137550,1730550,35.5614204,129.0177518
5376,0,41,1137450,1730550,35.5614343,129.0166487
5377,0,42,1137450,1730650,35.5623356,129.0166657
5378,1,42,1137550,1730650,35.5623217,129.0177688
5379,2,42,1137650,1730650,35.5623078,129.0188719
5380,3,42,1137750,1730650,35.5622939,129.0199749
5381,4,42,1137850,1730650,35.56228,129.021078
5382,5,42,1137950,1730650,35.5622661,129.0221811
5383,6,42,1138050,1730650,35.5622521,129.0232842
5384,7,42,1138150,1730650,35.5622382,129.0243873
5385,8,42,1138250,1730650,35.5622242,129.0254903
5386,9,42,1138350,1730650,35.5622103,129.0265934
5387,10,42,1138450,1730650,35.5621963,129.0276965
5388,11,42,1138550,1730650,35.5621823,129.0287996
5389,12,42,1138650,1730650,35.5621683,129.0299027
5390,13,42,1138750,1730650,35.5621543,129.0310057
5391,14,42,1138850,1730650,35.5621403,129.0321088
5392,15,42,1138950,1730650,35.5621263,129.0332119
5393,16,42,1139050,1730650,35.5621122,129.034315
5394,17,42,1139150,1730650,35.5620982,129.035418
5395,18,42,1139250,1730650,35.5620841,129.0365211
5396,19,42,1139350,1730650,35.5620701,129.0376242
5397,20,42,1139450,1730650,35.562056,129.0387272
5398,21,42,1139550,1730650,35.5620419,129.0398303
5399,22,42,1139650,1730650,35.5620278,129.0409334
5400,23,42,1139750,1730650,35.5620137,129.0420364
5401,24,42,1139850,1730650,35.5619996,129.0431395
5402,25,42,1139950,1730650,35.5619855,129.0442426
5403,26,42,1140050,1730650,35.5619713,129.0453456
5404,27,42,1140150,1730650,35.5619572,129.0464487
5405,28,42,1140250,1730650,35.561943,129.0475518
5406,29,42,1140350,1730650,35.5619289,129.0486548
5407,30,42,1140450,1730650,35.5619147,129.0497579
5408,31,42,1140550,1730650,35.5619005,129.050861
5409,32,42,1140650,1730650,35.5618863,129.051964
5410,33,42,1140750,1730650,35.5618721,129.0530671
5411,34,42,1140850,1730650,35.5618579,129.0541701
5412,35,42,1140950,1730650,35.5618436,129.0552732
5413,36,42,1141050,1730650,35.5618294,129.0563763
5414,37,42,1141150,1730650,35.5618152,129.0574793
5415,38,42,1141250,1730650,35.5618009,129.0585824
5416,39,42,1141350,1730650,35.5617866,129.0596854
5417,40,42,1141450,1730650,35.5617723,129.0607885
5418,41,42,1141550,1730650,35.5617581,129.0618915
5419,42,42,1141650,1730650,35.5617438,129.0629946
