order,lat,lon,alt_m
1,35.59595455302824,129.09997351075995,600.0
2,35.61343691460014,129.11740765958362,600.0
3,35.61186208363117,129.12670587228953,600.0
4,35.569802633568116,129.10229806393642,600.0
5,35.570432900714664,129.0848639151128,600.0
6,35.58996872282794,129.07382228752448,600.0
7,35.61422431845805,129.0441842345243,600.0
8,35.626191902734064,129.05232017064196,600.0
9,35.62225539505013,129.06665491523032,600.0
