order,lat,lon,alt_m
1,35.5948971226038,129.0919656597765,600.0
2,35.612844825648516,129.10512529555604,600.0
3,35.612672270749066,129.1255015057953,600.0
4,35.58454084752138,129.1231667317054,600.0
5,35.56710475918283,129.0868716072167,600.0
6,35.59317116978901,129.06776891011737,600.0
7,35.61301738017574,129.05100098710793,600.0
8,35.627338108279716,129.06564638821743,600.0
9,35.61612329801432,129.08092854589688,600.0
